2023-11-14 17:13:31.978599, 4601F4, 19, null, 17, 0, null, 8D4601F49914891E9004A2CA503A; 
2023-11-14 17:13:31.978758, 4632AE, 31, 31, 17, 0, null, 8D4632AEF8230002004BBC2A72E1; 
2023-11-14 17:13:32.179054, 4601F4, 29, null, 17, 0, null, 8D4601F4EA234858015C085715E4; 
2023-11-14 17:13:32.179179, 4632AE, 28, null, 17, 1, null, 8D4632AEE1100C000000009FDBA0; 
2023-11-14 17:13:32.381026, 4601F4, 19, null, 17, 0, null, 8D4601F49914891E9004A2CA503A; 
2023-11-14 17:13:32.381065, 4601F4, 11, null, 17, 1, null, 8D4601F4585F84461D8D9FF83B94; 
2023-11-14 17:13:52.726923, 4601F4, 19, null, 17, 0, null, 8D4601F49914891E9804A2A4F232; 
2023-11-14 17:13:52.727149, 4601F4, 11, null, 17, 1, null, 8D4601F4585F8446358D982C3591; 
2023-11-14 17:13:52.730096, 4601F4, 28, null, 17, 0, null, 8D4601F4E1140900000000153CC9; 
2023-11-14 17:13:52.765336, 4601F4, 31, 31, 17, 0, null, 8D4601F4F8230002004ABC8AC9A4; 
2023-11-14 17:13:52.765440, 4601F4, 19, null, 17, 0, null, 8D4601F49914891E9808A2ECA832; 
2023-11-14 17:13:53.165151, 4601F4, 28, null, 17, 0, null, 8D4601F4E1140900000000153CC9; 
2023-11-14 17:13:53.165207, 4601F4, 31, 31, 17, 0, null, 8D4601F4F8230002004ABC8AC9A4; 
2023-11-14 17:13:53.365920, 4601F4, 29, null, 17, 0, null, 8D4601F4EA234858015C085715E4; 
2023-11-14 17:13:53.366030, 4601F4, 19, null, 17, 0, null, 8D4601F49914891EB804A2E18E1B; 
2023-11-14 17:13:53.566376, 4601F4, 11, null, 17, 1, null, 8D4601F4585F844A178C8F8C379B; 
2023-11-14 17:14:14.167394, 4601F4, 19, null, 17, 0, null, 8D4601F499148A1EB804A2E49149; 
2023-11-14 17:14:35.046908, 4601F4, 19, null, 17, 0, null, 8D4601F499148A1E9004A2CF4F68; 
2023-11-14 17:15:38.275040, 478DF2, 11, null, 17, 0, null, 8D478DF258AB8120BFCA76778F26; 
